Act Name,Jurisdiction,Category,Procedural Element,Description,Section,Relevancy Scale
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class B streams,"(i)  within 10 m from the edge of the stream channel,",28,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class B streams,(iii)  necessary to maintain the same proportion of coniferous to deciduous trees as in the pre-harvest stand;,28,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class B streams,"(i)  within 20 m from the edge of the stream channel,",28,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class B streams,"(iii)  necessary to maintain the same proportion of coniferous to deciduous trees as in the pre-harvest stand, and",28,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class B streams,"(iv)  necessary to maintain the same range of sizes, for both coniferous and deciduous trees, as in the pre-harvest stand;",28,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class B streams,"(i)  within 20 m from the edge of the stream channel,",28,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class B streams,(iii)  necessary to maintain the same proportion of coniferous to deciduous trees as in the pre-harvest stand;,28,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class B streams,"(i)  within 30 m from the edge of the stream channel,",28,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class B streams,"(iii)  necessary to maintain the same proportion of coniferous to deciduous trees as in the pre-harvest stand, and",28,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class B streams,"(iv)  necessary to maintain the same range of sizes, for both coniferous and deciduous trees, as in the pre-harvest stand;",28,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class B streams,"(i)  within 30 m from the edge of the stream channel,",28,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class B streams,(iii)  necessary to maintain the same proportion of coniferous to deciduous trees as in the pre-harvest stand.,28,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class B streams,(4) The trees selected under subsection (1) must be distributed as evenly as is practicable along all of the 100 m length of the stream unless,28,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class B streams,"(a) the area on the opposite side of that 100 m portion of the stream meets the tree retention requirements of subsection (1), and",28,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class B streams,(b) the tree species present on the area to be harvested are not suitable for partial cutting silvicultural systems.,28,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class B streams,"(5) An owner or a contractor, employee or agent of the owner may remove a tree that is otherwise required to be retained under subsections (1) to (4) only if the tree falls by natural causes outside the stream channel.",28,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class C streams,"29
		  (1) An owner or a contractor, employee or agent of the owner carrying out timber harvesting activities in a cutblock adjacent to a class C stream must, on each side of every 100 m of the stream that is adjacent to the cutblock, retain at least 15 trees that",29,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class C streams,"(a) are within 10 m of the edge of the stream channel,",29,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class C streams,"(i)  the same proportion of coniferous to deciduous trees as in the pre-harvest stand, and",29,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class C streams,"(ii)  the same range of sizes, for both coniferous and deciduous trees, as in the pre-harvest stand, if the gradient of the stream is 8% or less.",29,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class C streams,"(3) If the stream referred to in subsection (1) has a stream gradient of more than 8%, the owner or a contractor, employee or agent of the owner must not harvest a tree selected to be retained under subsection (1) or (2) unless the owner or a contractor, employee or agent of the owner selects and retains in its place another tree that is 20 cm or greater in diameter.",29,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retention of trees adjacent to class C streams,"(4) If the stream referred to in subsection (1) has a stream gradient of 8% or less, the owner or a contractor, employee or agent of the owner must not harvest a tree selected to be retained under subsection (1) or (2) unless the tree falls by natural causes outside the stream channel.",29,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retaining non-commercial trees and understory vegetation,"(a) 30 m of a class A stream,",30,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retaining non-commercial trees and understory vegetation,"(b) 30 m of a class B stream,",30,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retaining non-commercial trees and understory vegetation,"(c) 10 m of a class C stream,",30,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retaining non-commercial trees and understory vegetation,"(d) 10 m of a class D stream, and",30,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retaining non-commercial trees and understory vegetation,(e) 10 m of a class E stream.,30,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Retaining non-commercial trees and understory vegetation,(f) will not cause a material adverse effect on fish habitat or water that is diverted by a licensed waterworks intake.,30,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Reforestation of areas where timber harvested or destroyed,completion of timber harvesting means the date that timber harvesting within a cutblock is concluded and is determined by,31,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Reforestation of areas where timber harvested or destroyed,"(b) if an area is not included in a declaration, a date that does not exceed two consecutive operating seasons from the commencement of harvesting in the cutblock;",31,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Reforestation of areas where timber harvested or destroyed,"(a) timber harvesting has been completed within a cutblock, or",31,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Reforestation of areas where timber harvested or destroyed,"(a) the area where the timber was harvested or destroyed is a contiguous area that is under 1 ha in size, or",31,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Reforestation of areas where timber harvested or destroyed,"(a) restocking the disturbed area within 5 years of the completion of timber harvesting activity on the cutblock, or the date the timber was destroyed, as applicable, and",31,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Reforestation of areas where timber harvested or destroyed,"(b) establishing a successfully regenerated stand on the disturbed area within 15 years of the completion of timber harvesting activity on the cutblock, or the date the timber was destroyed, as applicable.",31,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Reforestation of areas where timber harvested or destroyed,(b) harvested or destroyed and the disturbed area becomes occupied by buildings or other structures or installations.,31,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Reforestation of areas where timber harvested or destroyed,Stream Riparian Classes,31,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Stream riparian classes,"1
		  (1) A portion of a stream that is a fish stream or is located upstream of the point where water is diverted by a licensed waterworks intake has the following riparian class:",1,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Stream riparian classes,"(a) A, if the stream channel width is 10 m or wider;",1,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Stream riparian classes,"(b) B, if the stream channel width is 3 m or wider but narrower than 10 m;",1,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Stream riparian classes,"(c) C, if the stream channel width is 1.5 m or wider but narrower than 3 m;",1,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Stream riparian classes,"(d) D, if the stream channel width is narrower than 1.5 m.",1,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Stream riparian classes,(2) A portion of a stream has a riparian class E if the portion of the stream,1,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Stream riparian classes,"(a) has a stream channel width of 1.5 m or wider, and",1,2
Private Managed Forest Land Council Regulation,Provincial,Regulation,Stream riparian classes,"(b) is a direct tributary to a class A, B, C or D stream.",1,2
Private Managed Forest Land Regulation,Provincial,Regulation,Definitions,"critical wildlife habitat means critical wildlife habitat established
            or varied under section 5;",1,3
Private Managed Forest Land Regulation,Provincial,Regulation,Definitions,"wildlife minister means the minister responsible for the
            administration of the Wildlife Act and includes a person            authorized in writing by that minister.",1,3
Private Managed Forest Land Regulation,Provincial,Regulation,Definitions,"(2) For the purpose of section 21 (1) of the Act, forest management
            activity means an activity, process or use, including structures and
          facilities that support the activity, process or use, that is described in Schedule A and
          that is related to or carried out for the production or harvesting of forest resources on
          or from the owner's private managed forest lands, for as long as the land is classified
          under the Assessment Act as managed forest land.",1,2
Private Managed Forest Land Regulation,Provincial,Regulation,Entry onto land,"(a) the date 14 days after the wildlife minister notifies the owner in
          writing,",4,3
Private Managed Forest Land Regulation,Provincial,Regulation,Entry onto land,"(b) the date, less than 14 days after the wildlife minister notifies the owner in
          writing, specified by the wildlife minister on the basis that the public interest so
          requires, and",4,3
Private Managed Forest Land Regulation,Provincial,Regulation,Entry onto land,"(c) the date, less than 14 days after the wildlife minister notifies the owner in
          writing, agreed to by the owner.",4,3
Private Managed Forest Land Regulation,Provincial,Regulation,Critical wildlife habitat,"5
		  (1) The wildlife minister, in accordance with section 7, may",5,3
Private Managed Forest Land Regulation,Provincial,Regulation,Critical wildlife habitat,"(a) establish or vary an area of private managed forest land as critical wildlife
            habitat if",5,3
Private Managed Forest Land Regulation,Provincial,Regulation,Critical wildlife habitat,(b) cancel the establishment of an area as critical wildlife habitat.,5,3
Private Managed Forest Land Regulation,Provincial,Regulation,Critical wildlife habitat,"(2) Within an area of critical wildlife habitat, an owner must carry out any timber
          harvesting and related activities, and any road construction, in accordance with the
          requirements of the notice given or amended under section 7.",5,2
Private Managed Forest Land Regulation,Provincial,Regulation,An owner may be required to provide information,"6
		  (1) If the wildlife minister has reasonable cause to believe that there may be an area
          of private managed forest land that qualifies for establishment as critical wildlife
          habitat, the wildlife minister, in writing, may notify the owner that an area of the
          owner's private managed forest land may qualify for establishment as critical wildlife
          habitat.",6,3
Private Managed Forest Land Regulation,Provincial,Regulation,An owner may be required to provide information,"(2) An owner who receives a notice under subsection (1) must give the
          wildlife minister information respecting any road construction or timber harvesting and
          related activities that the owner is proposing for the area during the 30 day period
          immediately following receipt of the notice.",6,2
Private Managed Forest Land Regulation,Provincial,Regulation,"Requirements if critical wildlife habitat is determined to be
        present","7
		  (1) Before critical wildlife habitat is established or varied under section 5, the
          wildlife minister must give a notice in writing to the owner of the private managed forest
          land",7,3
Private Managed Forest Land Regulation,Provincial,Regulation,"Requirements if critical wildlife habitat is determined to be
        present","(a) describing the location, nature and extent of the critical wildlife
            habitat,",7,3
Private Managed Forest Land Regulation,Provincial,Regulation,"Requirements if critical wildlife habitat is determined to be
        present","(c) specifying the area within the critical wildlife habitat where road construction
            and timber harvesting and related activities must be modified and the extent of that
            modification.",7,2
Private Managed Forest Land Regulation,Provincial,Regulation,"Requirements if critical wildlife habitat is determined to be
        present","(3) The establishment of the area of critical wildlife habitat identified in the
          notice to the owner given or amended under this section becomes effective on the date the
          notice is received by the owner of the private managed forest land.",7,3
Private Managed Forest Land Regulation,Provincial,Regulation,"Requirements if critical wildlife habitat is determined to be
        present","(4) The requirements, if any, to modify road construction, timber harvesting and
          related activities on an area, specified in a notice to the owner given or amended under
          this section, becomes effective",7,2
Private Managed Forest Land Regulation,Provincial,Regulation,"Requirements if critical wildlife habitat is determined to be
        present","(5) The wildlife minister may, in writing, at any time after issuing a notice under
            subsection
            (1),",7,3
Private Managed Forest Land Regulation,Provincial,Regulation,"Requirements if critical wildlife habitat is determined to be
        present","(7) If the wildlife minister determines, at any time after issuing a notice under
            subsection
            (1), that a portion of the area that is subject to the notice",7,3
Private Managed Forest Land Regulation,Provincial,Regulation,"Requirements if critical wildlife habitat is determined to be
        present","(b) is no longer critical wildlife habitat,",7,3
Private Managed Forest Land Regulation,Provincial,Regulation,Previously unrecognized critical wildlife habitat,"8
		  (1) The ministry responsible for the administration of the Wildlife            Act may publish, from time to time, a list of species at risk that
          specifies, by ecoregion, those species for which the wildlife minister determines there is
          insufficient suitable habitat on Crown lands within that ecoregion.",8,3
Private Managed Forest Land Regulation,Provincial,Regulation,Previously unrecognized critical wildlife habitat,"(a) promptly notify the wildlife minister, and",8,3
Private Managed Forest Land Regulation,Provincial,Regulation,Previously unrecognized critical wildlife habitat,"(b) refrain from carrying out any road construction or timber harvesting and related
            activities that could negatively impact the habitat until the earliest to occur of the
            following:",8,2
Private Managed Forest Land Regulation,Provincial,Regulation,Previously unrecognized critical wildlife habitat,"(i)  the expiry of 14 days from the time the wildlife minister receives the notice
              under paragraph (a);",8,3
Private Managed Forest Land Regulation,Provincial,Regulation,Previously unrecognized critical wildlife habitat,"(ii)  being advised by the wildlife minister that the activity may be carried
              out;",8,3
Private Managed Forest Land Regulation,Provincial,Regulation,Previously unrecognized critical wildlife habitat,"(3) The wildlife minister may relieve the owner of a requirement to notify the
          wildlife minister under subsection (2) (a) with respect to one or more species
          at risk.",8,3
Private Managed Forest Land Regulation,Provincial,Regulation,Offences for contravening this regulation,(a) silviculture and timber harvesting activities;,11,2
Private Managed Forest Land Regulation,Provincial,Regulation,Offences for contravening this regulation,"(j) protection of forest crops including but not limited to fire protection and
        suppression and wildlife management;",11,3
Private Managed Forest Land Regulation,Provincial,Regulation,Offences for contravening this regulation,(q) harvesting and sale of botanical forest products;,11,2
Professional Governance Act,Provincial,Act,Definitions and interpretation,"(c) undermines the principle of holding paramount the safety, health and welfare of the public, including the protection of the environment and the promotion of health and safety in the workplace in the manner that reflects the stewardship of a given profession by each regulatory body;",1,4
Professional Governance Act,Provincial,Act,General duty and responsibilities of superintendent,"(iii)  establishing guidelines to promote compliance with this Act and the regulations,",7,2
Professional Governance Act,Provincial,Act,Guidelines,"9
		  (1) The superintendent may establish guidelines, in respect of one or more regulatory bodies,",9,2
Professional Governance Act,Provincial,Act,Guidelines,"(2) Guidelines established under subsection (1) must be considered by the board and committees, as applicable, of the regulatory body in exercising powers and performing duties or functions under this Act.",9,2
Professional Governance Act,Provincial,Act,Guidelines,(3) The superintendent must make any guidelines established under subsection (1) available to the public on a website maintained by or on behalf of the superintendent.,9,2
Professional Governance Act,Provincial,Act,Investigations and audits by superintendent,(vii)  section 104 [obstruction].,10,2
Professional Governance Act,Provincial,Act,Directives issued by superintendent,"(i)  consistent with any guidelines established under section 9, or",11,2
Professional Governance Act,Provincial,Act,General duty and responsibilities of regulatory bodies,"(iii)  the ability of its registrants to respond and adapt to changes in practice environments, advances in technology and other emerging issues;",22,4
Professional Governance Act,Provincial,Act,Standards of conduct and competence,"(a) hold paramount the safety, health and welfare of the public, including the protection of the environment and the promotion of health and safety in the workplace;",57,4
Professional Governance Act,Provincial,Act,Standards of conduct and competence,"(i) report to the regulatory body and, if applicable, any other appropriate authority, if the registrant, on reasonable and probable grounds, believes that the continued practice of a regulated practice by another registrant or other person, including firms and employers, might pose a risk of significant harm to the environment or to the health or safety of the public or a group of people;",57,4
Professional Governance Act,Provincial,Act,Duty to report,"(a) engaged in the regulated practice in a manner that may pose a risk of significant harm to the environment or to the health or safety of the public or a group of people, or",58,4
Professional Governance Act,Provincial,Act,Assessment and recommendation respecting designation of profession,"(i)  the degree of risk to the environment and to the health or safety of the public from incompetent, unethical or impaired practice of the profession;",87,4
Professional Governance Act,Provincial,Act,Offences,(g) section 104 [obstruction];,106,2
Professional Governance Act,Provincial,Act,Confidentiality - committee matters,(b) to an appropriate authority for the purpose of reporting a risk of significant harm to the environment or to the health or safety of the public or a group of people.,110,4
Professional Governance Act,Provincial,Act,Inconsistent bylaws,(a) consider any guidelines that may be established by the superintendent to provide guidance for ensuring that the regulatory body makes bylaws that are consistent with this Act;,125,2
"Prohibition of Certain Toxic Substances Regulations, 2012",Federal,Regulation,"Prohibition of Certain Toxic Substances Regulations, 2012","CANADIAN ENVIRONMENTAL PROTECTION ACT, 1999","",4
"Prohibition of Certain Toxic Substances Regulations, 2012",Federal,Regulation,"Prohibition of Certain Toxic Substances Regulations, 2012","Whereas, pursuant to subsection 332(1)Footnote a of the Canadian Environmental Protection Act, 1999Footnote b, the Minister of the Environment published in the Canada Gazette, Part I, on July 23, 2011, a copy of the proposed Prohibition of Certain Toxic Substances Regulations, 2012, substantially in the annexed form, and persons were given an opportunity to file comments with respect to the proposed Regulations or to file a notice of objection requesting that a board of review be established and stating the reasons for the objection;","",4
"Prohibition of Certain Toxic Substances Regulations, 2012",Federal,Regulation,"Prohibition of Certain Toxic Substances Regulations, 2012","And whereas, in the opinion of the Governor in Council, pursuant to subsection 93(4) of that Act, the proposed Regulations do not regulate an aspect of a substance that is regulated by or under any other Act of Parliament in a manner that provides, in the opinion of the Governor in Council, sufficient protection to the environment and human health;","",4
"Prohibition of Certain Toxic Substances Regulations, 2012",Federal,Regulation,"Prohibition of Certain Toxic Substances Regulations, 2012","Therefore, His Excellency the Governor General in Council, on the recommendation of the Minister of the Environment and the Minister of Health, pursuant to subsection 93(1) of the Canadian Environmental Protection Act, 1999Footnote b, makes the annexed Prohibition of Certain Toxic Substances Regulations, 2012.","",4
"Prohibition of Certain Toxic Substances Regulations, 2012",Federal,Regulation,Application,"1 Subject to sections 2 and 3, these Regulations apply to toxic substances that are both specified in the List of Toxic Substances in Schedule 1 to the Canadian Environmental Protection Act, 1999 and set out in either Schedule 1 or 2 to these Regulations.",1,4
"Prohibition of Certain Toxic Substances Regulations, 2012",Federal,Regulation,Non-application - substance,"(a) is contained in a hazardous waste, hazardous recyclable material or non-hazardous waste to which Division 8 of Part 7 of the Canadian Environmental Protection Act, 1999 applies;",2,4
"Prohibition of Certain Toxic Substances Regulations, 2012",Federal,Regulation,Issuance,(b) the applicant has taken the necessary measures to minimize or eliminate any harmful effect of the toxic substance on the environment and human health; and,10,4
"Prohibition of Certain Toxic Substances Regulations, 2012",Federal,Regulation,Accredited laboratory,"(ii) under the Environment Quality Act, CQLR, c. Q-2; and",13,4
"Prohibition of Certain Toxic Substances Regulations, 2012",Federal,Regulation,Three months after registration,4 Information that explains what measures have been taken to minimize or eliminate any harmful effect of the toxic substance on the environment and human health.,18,4
Protected Areas of British Columbia Act,Provincial,Act,Spent,Blue/Dease Rivers Ecological Reserve,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,Kingfisher Creek Ecological Reserve,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,BLUE/DEASE RIVERS ECOLOGICAL RESERVE,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence on an approximate bearing of 39?00'00 a distance of approximately 2.066 kilometres to post number 81, which is to be set on the southeasterly boundary of the watershed of an unnamed creek that flows in a general southwesterly direction into Nass River, with post number 81 lying at bearing 0?00'00 a distance of approximately 403 metres from the most westerly northwest corner of former Gitwinksihlkw Indian Reserve No. 7;",4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence northeasterly along the southeasterly boundary of the watershed of that unnamed creek to the southerly boundary of the watershed of Shumal Creek;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence in a general westerly direction along the southerly boundary of the watershed of Shumal Creek to the easterly boundary of the watershed of Gingietl Creek;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence northerly and westerly along the easterly and northerly boundaries of the watershed of Gingietl Creek and continuing westerly along the northerly boundary of the watershed of an unnamed creek that flows in a general southeasterly direction into Nass River to post number 82, which is to be set;",4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,KINGFISHER CREEK ECOLOGICAL RESERVE,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,Adams Lake Marine Park,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,Adams Lake Park - Bush Creek Site,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,Dala-Kildala Rivers Estuaries Park,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,Dawley Passage Park,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,Goldstream Park,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,Kwadacha Wilderness Park,4-19,4
Protected Areas of British Columbia Act,Provincial,Act,Spent,Spatsizi Plateau Wilderness Park,4-19,4
Protected Areas of British Columbia Act,Provincial,Act,Spent,Union Passage Marine Park,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,Upper Adams River Park,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,ADAMS LAKE MARINE PARK,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,ADAMS LAKE PARK - BUSH CREEK SITE,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence westerly along the southerly boundary of the Province to the westerly boundary of the watershed of Starvation Creek;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence in a northeasterly direction along the westerly boundary of the watershed of Starvation Creek, passing through Starvation Peak, and continuing northeasterly along the southeasterly boundaries of the watersheds of those unnamed creeks flowing northwesterly into Kishinena Creek to a point on the Starvation Creek watershed boundary lying due West of the headwaters of Ord Creek;",4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence in a general northerly and southeasterly direction along the 6 200 foot (1 890 metre) contour to its intersection with the left bank natural boundary of the mainstream of Biscuitboard Creek;,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence northeasterly along the left bank natural boundary of the mainstream of Biscuitboard Creek, crossing a northeasterly flowing unnamed tributary, and continuing northeasterly along the left bank natural boundary of Wall Creek, produced to the right bank natural boundary of Alkamine Creek;",4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence due North to the northerly boundary of the watershed of Kishinena Creek;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence easterly along the northerly boundary of the watershed of Kishinena Creek to the easterly boundary of the Province;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,"Commencing at the intersection of the southerly boundary of Stewart-Cassiar Highway (Highway 37A) with the middle line of an unnamed creek that flows southwesterly into Bear River, with the intersection lying on a bearing of 101?15'00 a distance of approximately 708 metres from the most northerly northeast corner of District Lot 5364, being the Some Fraction Mineral Claim;",4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence on a bearing of 102?56'00 a distance of approximately 596 metres to the middle line of the unnamed creek that flows in a general northerly direction into Strohn Lake;,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence on a bearing of 94?52'00 a distance of approximately 389 metres to the middle line of the unnamed creek that flows northeasterly into Strohn Creek;,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,"All those parcels or tracts of Crown land, together with all that foreshore or land covered by water, situated in Group 1, New Westminster District and contained within the described boundaries as shown on the Official Plan deposited in the Crown Land Registry as Plan 3 Tube 1999; except (1) the land shown on Highway Plan H-105, LTO Plan BCP 31821 and LTO Plan BCP 40130, except that part included within Reference Plan of Closed Road Dedicated on Highway Plan H-105 and BCP 31821, D.L. 4098, and as shown on Highway Plan H-104, D.L. 4099, Group 1, New Westminster District, as shown on Bunbury & Assoc. drawing W-3551-1, on file at the Ministry of Environment, Parks and Protected Areas Division, Victoria; (2) District Lot 2945; and (3) LTO Plan BCP24386.",4-19,4
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence due West a distance of approximately 1.85 kilometres to the easterly boundary of the watershed of the unnamed creeks that include Cobalt Lake within their drainage;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence northerly along the easterly boundary of the watershed of the unnamed creeks and continuing northerly along the easterly boundary of the watershed of Vowell Creek to Triangulation Station Monument 122 (67), being a point;",4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence southwesterly in a straight line on a bearing of 250? a distance of approximately 6.25 kilometres to the westerly boundary of the watershed of Malloy Creek;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence southerly along the westerly boundary of the watershed of Malloy Creek, passing through Mount Malloy, to the northerly boundary of the watershed of East Creek;",4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence in a general easterly and southerly direction following the East Creek watershed boundary, passing through Spear Spire, Snafflehound Spire, Mount Kelvin, Wallace Peak, Howser Spire, Flattop Peak and Thimble Peak, respectively, to Howser Peak;",4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence in a straight line on a bearing of 60? a distance of 2.10 kilometres to a point in Thulin Passage, at the southerly entrance of Thulin Passage;",4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,DALA-KILDALA RIVERS ESTUARIES PARK,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,DAWLEY PASSAGE PARK,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence easterly along the northerly boundary of District Lot 1163 a distance of approximately 300 metres to the easterly watershed boundary of Dawley Passage;,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence in a general northeasterly and northwesterly direction along the easterly watershed boundary of Dawley Passage to a point lying due North 940 metres and due West approximately 690 metres from the northeast corner of District Lot 1163;,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence due East to the southwesterly boundary of the watershed of the unnamed creek which flows northwesterly into Homfray Channel passing through the northeasterly portion of District Lot 4186;,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence southeasterly along the watershed boundary of the unnamed creek to its intersection with the northwesterly boundary of the watershed of Theodosia River;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence southwesterly along the northwesterly boundaries of the watersheds of Theodosia River and Theodosia Inlet to the northerly boundary of District Lot 4926;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence due West to the westerly boundary of the watershed of Gilnockie Creek;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence northerly along the westerly boundary of the watershed of Gilnockie Creek to a point lying 3.46 kilometres due East and approximately 1.05 kilometres due South of the junction of the right bank natural boundaries of Norge Creek and Yahk River;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence northwesterly in a straight line on a bearing of 335? a distance of approximately 145 metres to the left bank natural boundary of an unnamed creek, at the headwaters, that flows in a general easterly direction into Gilnockie Creek;",4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence southeasterly in a straight line on a bearing of 127? a distance of approximately 1.2 kilometres to the intersection of the 5 400 foot (1 646 metre) contour with the height of land immediately East of the mainstream of Gilnockie Creek;,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence southerly along the height of land immediately East of the mainstream of Gilnockie Creek produced to the left bank natural boundary of an unnamed creek, with the unnamed creek flowing westerly into Gilnockie Creek at a point lying 2.5 kilometres due North and approximately 200 metres due East of the junction of the left bank natural boundaries of Ward and Gilnockie Creeks;",4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,"All those parcels or tracts of Crown land, together with all that foreshore or land covered by water, situated in Kootenay District and contained within the described boundaries as shown on the Official Plan deposited in the Crown Land Registry as Plan 15 Tube 1977; except (1) the Balfour-Kaslo-Galena Bay Highway No. 31 as shown on Plan 674P; (2) Bridge Street as shown on Plan 892; (3) those parts of District Lot 5704 shown as road on Plans EPP68064, EPP75369, EPP75370 and EPP75371; (4) that part of District Lot 17191 shown as road on Plan EPP80429; (5) that part of District Lot 189 shown as road on Plan EPP68063; (6) the part of 3rd Street Plan 892 lying south of Lot A Plan 892; (7) the part of 1st Street Plan 892 lying north of that part of District Lot 5704 shown as road on Plan EPP68064 and south of that part of District Lot 5704 shown as road on Plan EPP75369; (8) the part of Riverside Avenue Plan 892 lying north of that part of District Lot 17191 shown as road on Plan EPP80429 and south of both Bridge Street Plan 892 and that part of District Lot 5704 shown as road on Plan EPP68064; (9) the forest service roads Craig Creek FSR 8432, Healy Creek FSR 7051 and Hope Creek FSR 9600.",4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence due South to the northerly boundary of the watershed of Fish Hatchery Creek;,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence westerly along the northerly boundary of the watershed of Fish Hatchery Creek a distance of approximately 2.1 kilometres to the summit of an unnamed mountain (elevation 1 728 metres);,4-19,2
